物品ID	物品名称	物品类型	稀有度	物品介绍
1231	岩贼龙的刚爪	素材	8	岩贼龙的大师级素材。容易经由破坏两只前脚部位获得。材质沉重，常用于武器上。
1232	岩贼龙的韧尾	素材	8	岩贼龙的大师级素材。容易经由切断的尾巴获得。材质硬实，常用于武器上。
1233	熔岩龙的厚鳞	素材	9	熔岩龙的大师级素材。主要经由剥取获得。是用途广泛、应用性佳的材质。
1234	熔岩龙的重壳	素材	9	熔岩龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1235	熔岩龙的重牙	素材	9	熔岩龙的大师级素材。容易经由破坏头部部位获得。材质锐利，常用于武器上。
1236	熔岩龙的特上鳍	素材	9	熔岩龙的大师级素材。容易经由破坏背鳍部位获得。是用途广泛、应用性佳的材质。
1237	爆锤龙的厚鳞	素材	9	爆锤龙的大师级素材。主要经由剥取获得。泛用性高、用途广泛。
1238	爆锤龙的重壳	素材	9	爆锤龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1239	爆锤龙的重颚	素材	9	爆锤龙的大师级素材。容易经由破坏的颚获得。材质特殊，只能用于限定的装备。
1240	爆锤龙的重耐热壳	素材	9	爆锤龙的大师级素材。容易经由切断的尾巴获得。耐热性高，常用于防具上。
1241	爆锤龙的天壳	素材	10	爆锤龙的大师级素材。用在装备上的话，据说能制成统御天地的梦幻稀有品。
1242	冰牙龙的重壳	素材	9	冰牙龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1243	冰牙龙的厚毛皮	素材	9	冰牙龙的大师级素材。主要经由剥取获得。泛用性高、用途广泛。
1244	冰牙龙的刚爪	素材	9	冰牙龙的大师级素材。主要经由报酬或剥取获得。材质锐利，常用于武器上。
1245	冰牙龙的重棘	素材	9	冰牙龙的大师级素材。容易经由破坏两翼部位获得。材质硬实，常用于武器上。
1246	冰牙龙的韧尾	素材	9	冰牙龙的大师级素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
1247	琥珀色的重牙	素材	9	冰牙龙的大师级素材。容易经由破坏头部部位获得。材质尖锐，常用于武器上。
1248	迅龙的厚鳞	素材	9	迅龙的大师级素材。主要经由剥取获得。材质坚硬，常用于防具上。
1249	迅龙的豪黑毛	素材	9	迅龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1250	迅龙的韧尾	素材	9	迅龙的大师级素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
1251	迅龙的重尾棘	素材	9	迅龙的大师级素材。容易经由掉落物获得。泛用性高、用途广泛。
1252	迅龙的刚刃翼	素材	9	迅龙的大师级素材。容易经由破坏两翼获得。材质锐利，常用于武器上。
1253	迅龙的重牙	素材	9	迅龙的大师级素材。容易经由破坏头部部位获得。材质硬实，常用于武器上。
1254	迅龙的天鳞	素材	10	迅龙的大师级素材。用在装备上的话，据说能制成统御天地的梦幻稀有品。
1255	轰龙的厚鳞	素材	9	轰龙的大师级素材。主要经由剥取获得。泛用性高、用途广泛。
1256	轰龙的重壳	素材	9	轰龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1257	轰龙的韧尾	素材	9	轰龙的大师级素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
1258	轰龙的刚爪	素材	9	轰龙的大师级素材。容易经由破坏前脚部位获得。材质锐利，常用于武器上。
1259	轰龙的重牙	素材	9	轰龙的大师级素材。容易经由破坏头部部位获得。材质尖锐，常用于武器上。
1260	轰龙的天鳞	素材	10	轰龙的大师级素材。用在装备上的话，据说能制成统御天地的梦幻稀有品。
1261	黑轰龙的厚鳞	素材	9	黑轰龙的大师级素材。主要经由剥取获得。泛用性高、用途广泛。
1262	黑轰龙的重壳	素材	9	黑轰龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1263	黑轰龙的刚爪	素材	9	黑轰龙的大师级素材。容易经由破坏前脚部位获得。常用于武器上。
1264	黑轰龙的重牙	素材	9	黑轰龙的大师级素材。容易经由破坏头部部位获得。常用于武器上。
1265	斩龙的厚鳞	素材	9	斩龙的大师级素材。主要经由剥取获得。材质坚硬，常用于防具上。
1266	斩龙的重壳	素材	9	斩龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1267	斩龙的重牙	素材	9	斩龙的大师级素材。容易经由破坏头部部位获得。材质锐利，常用于武器上。
1268	斩龙的狱炎状壳	素材	9	斩龙的大师级素材。容易经由破坏背部部位获得。耐热性高，常用于防具上。
1269	斩龙的断剑尾	素材	9	斩龙的大师级素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
1270	炽热的熔炉囊	素材	9	斩龙的大师级素材。容易经由掉落物获得。耐热性高，常用于防具上。
1271	斩龙的天鳞	素材	10	斩龙的大师级素材。用在装备上的话，据说能制成统御天地的梦幻稀有品。
1272	硫斩龙的厚鳞	素材	9	硫斩龙的大师级素材。主要经由剥取获得。材质坚硬，常用于防具上。
1273	硫斩龙的重壳	素材	9	硫斩龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1274	硫斩龙的重牙	素材	9	硫斩龙的大师级素材。容易经由破坏头部部位获得。常用于武器上。
1275	硫斩龙的剑山状壳	素材	9	硫斩龙的大师级素材。容易经由破坏背部部位获得。常用于防具上。
1276	硫斩龙的断剑尾	素材	9	硫斩龙的大师级素材。容易经由切断的尾巴获得。常用于防具上。
1277	削下的硫晶片	素材	9	硫斩龙的大师级素材。容易经由掉落物获得。只能用于限定的装备。
1278	Unavailable	物品	3	Unavailable
1279	碎龙的重壳	素材	9	碎龙的大师级素材。主要经由剥取获得。泛用性高、用途广泛。
1280	碎龙的重黑曜甲	素材	9	碎龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1281	碎龙的重头壳	素材	9	碎龙的大师级素材。容易经由破坏头部部位获得。材质硬实，常用于武器上。
1282	发光黏菌	素材	9	碎龙的大师级素材。容易经由掉落物获得。是用途广泛、应用性佳的材质。
1283	碎龙的刚铁拳	素材	9	碎龙的大师级素材。容易经由破坏前脚部位获得。材质硬实，常用于防具上。
1284	碎龙的韧尾	素材	9	碎龙的大师级素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
1285	碎龙的天壳	素材	10	碎龙的大师级素材。用在装备上的话，据说能制成统御天地的梦幻稀有品。
1286	碎龙的弹头壳	素材	10	猛爆碎龙的大师级素材。怒气满溢、威力无匹的弹头所化成的头部。
1287	临界点的黏菌	素材	10	猛爆碎龙的大师级素材。受到活化，让爆炸威力达到顶点状态的红色黏菌。
1288	碎龙的击灭拳	素材	10	猛爆碎龙的大师级素材。通过威力惊人的爆炸，将目标即刻炸碎的凶暴素材。
1289	不灭的炉心壳	素材	11	猛爆碎龙的大师级素材。在千钧一发时，可让黏菌产生爆发性活化的稀有部位。
1290	黑狼鸟的厚鳞	素材	9	黑狼鸟的大师级素材。主要经由剥取获得。泛用性高，用途广泛。
1291	黑狼鸟的重壳	素材	9	黑狼鸟的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1292	黑狼鸟的地狱耳	素材	9	黑狼鸟的大师级素材。容易经由破坏头部部位获得。材质柔软，常用于防具上。
1293	帅气的喙	素材	9	黑狼鸟的大师级素材。容易经由破坏头部部位获得。材质坚固，常用于武器上。
1294	黑狼鸟的刚翼	素材	9	黑狼鸟的大师级素材。容易经由破坏两翼部位获得。材质柔软，常用于防具上。
1295	黑狼鸟的韧尾	素材	9	黑狼鸟的大师级素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
1296	黑狼鸟的银狼毛	素材	9	黑狼鸟的大师级素材。容易经由破坏背部部位获得。是用途广泛、应用性佳的材质。
1297	雷狼龙的重壳	素材	8	雷狼龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1298	雷狼龙的雷电毛	素材	8	雷狼龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1299	雷狼龙的刚角	素材	8	雷狼龙的大师级素材。容易经由破坏头部部位获得。材质坚固，常用于武器上。
1300	雷狼龙的刚爪	素材	8	雷狼龙的大师级素材。容易经由破坏两边前脚获得。材质尖锐，常用于武器上。
1301	雷狼龙的韧尾	素材	8	雷狼龙的大师级素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
1302	雷狼龙的雷电壳	素材	8	雷狼龙的大师级素材。主要经由剥取获得。与雷属性的兼容性佳。
1303	超电雷光虫	素材	9	雷狼龙的大师级素材。主要在其跌倒时可通过采集取得。拥有赋予雷属性的性质。
1304	雷狼龙的天玉	素材	10	雷狼龙的大师级素材。用在装备上的话，据说能制成统御天地的梦幻稀有品。
1305	狱狼龙的重壳	素材	8	狱狼龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1306	狱狼龙的灭龙毛	素材	8	狱狼龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1307	狱狼龙的刚角	素材	8	狱狼龙的大师级素材。容易经由破坏头部部位获得。材质硬实，常用于武器上。
1308	狱狼龙的刚爪	素材	8	狱狼龙的大师级素材。容易经由破坏两只前脚部位获得。材质锐利，常用于武器上。
1309	狱狼龙的韧尾	素材	8	狱狼龙的大师级素材。容易经由破坏尾巴部位获得。材质强韧，常用于防具上。
1310	狱狼龙的灭龙壳	素材	8	狱狼龙的大师级素材。主要经由剥取获得。与龙属性的相容性佳。
1311	蚀龙虫	素材	9	狱狼龙的大师级素材。主要在其跌倒时可通过采集取得。拥有赋予龙属性的性质。
1312	狱狼龙的天玉	素材	10	狱狼龙的大师级素材。用在武具上的话，据说会是能掌握天地的梦幻稀有品。
1313	爆鳞龙的厚鳞	素材	10	红莲爆鳞龙的大师级素材。主要经由剥取获得。用途广泛。
1314	红莲飘荡之银壳	素材	10	红莲爆鳞龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1315	爆鳞龙的重尾	素材	10	红莲爆鳞龙的大师级素材。容易经由切断的尾巴获得。常用于防具上。
1316	浓缩的爆腺液	素材	10	红莲爆鳞龙的大师级素材。容易经由破坏头部部位获得。与爆破属性的兼容性佳。
1317	爆鳞龙的刚爪	素材	10	红莲爆鳞龙的大师级素材。主要经由剥取获得。与爆破属性的兼容性佳。
1318	烧灼天空之银翼	素材	10	红莲爆鳞龙的大师级素材。容易经由破坏两翼部位获得。常用于武器上。
1319	爆鳞龙的天鳞	素材	10	红莲爆鳞龙的大师级素材。用在装备上的话，据说能制成统御天地的梦幻稀有品。
1320	恐暴龙的厚黑鳞	素材	10	惶怒恐暴龙的大师级素材。主要经由剥取获得。用途广泛。
1321	恐暴龙的厚黑皮	素材	10	惶怒恐暴龙的大师级素材。主要经由报酬获得。材质硬实，常用于防具上。
1322	Unavailable	物品	3	Unavailable
1323	极恶之牙	素材	10	惶怒恐暴龙的大师级素材。容易经由破坏头部部位获得。常用于武器上。
1324	恐暴龙的刚钩爪	素材	10	惶怒恐暴龙的大师级素材。主要经由剥取获得。与龙属性的兼容性佳。
1325	恐暴龙的重尾	素材	10	惶怒恐暴龙的大师级素材。容易经由切断的尾巴获得。常用于防具上。
1326	浓黑之血	素材	10	惶怒恐暴龙的大师级素材。容易经由掉落物获得。材质特殊，处理素材需具备技术。
1327	恐暴龙的灭鳞	素材	10	惶怒恐暴龙的大师级素材。用在装备上的话，据说能制成统御天地的梦幻稀有品。
1328	金狮子的黑荒毛	素材	10	金狮子的大师级素材。主要经由报酬获得。材质柔软，常用于防具上。
1329	金狮子的重牙	素材	10	金狮子的大师级素材。主要经由剥取获得。材质尖锐，常用于武器上。
1330	金狮子的刚爪	素材	10	金狮子的大师级素材。容易经由破坏两只前脚部位获得。材质尖锐，常用于武器上。
1331	金狮子的尾巴	素材	10	金狮子的大师级素材。容易经由破坏尾巴部位获得。材质强韧，常用于防具上。
1332	黄金的煌毛	素材	10	金狮子的大师级素材。入手困难，若能运用于装备，将可大幅提升装备性能。
1333	金狮子的怒发天	素材	10	激昂金狮子的大师级素材。极为纤长而坚韧，非常贵重。
1334	金狮子的刚角	素材	10	金狮子的大师级素材。容易经由破坏角部位获得。材质坚固，常用于武器上。
1335	罗剎的金刚角	素材	10	激昂金狮子的大师级素材。百折不挠、闪耀激昂金狮子光芒的黄金兽角。
1336	金狮子心	素材	11	激昂金狮子的大师级素材。怒火冲天的象征。其跳动可产生强大的力量。
1337	幻兽的特上皮	素材	10	麒麟的大师级素材。主要经由剥取获得。泛用性高，用途广泛。
1338	幻兽的韧雷尾	素材	10	麒麟的大师级素材。主要经由报酬获得。与雷属性的兼容性佳。
1339	幻兽的银鬃毛	素材	10	麒麟的大师级素材。主要经由剥取获得。雷耐性高的材质，常用于防具上。
1340	幻兽的刚苍角	素材	10	麒麟的大师级素材。角容易经由破坏获得。拥有赋予雷属性的性质。
1341	不灭的厚龙鳞	素材	10	歼世灭尽龙的大师级素材。主要经由剥取获得。泛用性很高的素材。
1342	灭尽龙的重壳	素材	10	歼世灭尽龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1343	灭尽龙的重尾	素材	10	歼世灭尽龙的大师级素材。容易经由切断的尾巴获得。材质强韧。
1344	歼灭的大刚角	素材	10	歼世灭尽龙的大师级素材。容易经由破坏角部位获得。常作为武器素材使用。
1345	灭尽龙的刚爪	素材	10	歼世灭尽龙的大师级素材。主要经由剥取获得。材质非常尖锐。
1346	无穷的新生壳	素材	10	歼世灭尽龙的大师级素材。容易经由掉落物获得。具有特殊性质。
1347	冰晶的厚龙鳞	素材	10	冰呪龙的大师级素材。主要经由剥取获得。泛用性高，用途广泛。
1348	冰龙的重壳	素材	10	冰呪龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1349	冰龙的刚翼	素材	10	冰呪龙的大师级素材。容易经由破坏两翼部位获得。材质柔软，常用于防具上。
1350	冰龙的冠角	素材	10	冰呪龙的大师级素材。容易经由破坏头部部位获得。材质坚固，常用于武器上。
1351	冰龙的韧尾	素材	10	冰呪龙的大师级素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
1352	冰龙的刚爪	素材	10	冰呪龙的大师级素材。容易经由掉落物获得。材质尖锐，常用于武器上。
1353	冰龙的零玉	素材	11	冰呪龙的大师级素材。用在装备上的话，据说能制成统御天地的梦幻稀有品。
1354	炎王龙的重壳	素材	10	炎王龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1355	炎王龙的大鬃毛	素材	10	炎王龙的大师级素材。容易经由破坏头部部位获得。火耐性佳。
1356	炎王龙的韧尾	素材	10	炎王龙的大师级素材。容易经由切断的尾巴获得。常用于防具上。
1357	炎王龙的刚角	素材	10	炎王龙的大师级素材。容易经由破坏头部部位获得。常用于武器上。
1358	狱炎的厚龙鳞	素材	10	炎王龙的大师级素材。主要经由剥取获得。用途广泛。
1359	炎龙的刚爪	素材	10	炎王龙的大师级素材。主要经由剥取获得。材质尖锐，常用于武器上。
1360	炎龙的刚翼	素材	10	炎王龙的大师级素材。容易经由破坏两翼部位获得。常用于防具上。
1361	炎妃龙的重壳	素材	10	炎妃龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1362	炎妃龙的大鬃毛	素材	10	炎妃龙的大师级素材。容易经由掉落物获得。火耐性高，是贵重的素材。
1363	炎妃龙的韧尾	素材	10	炎妃龙的大师级素材。容易经由切断的尾巴获得。常用于防具上。
1364	炎妃龙的刚角	素材	10	炎妃龙的大师级素材。容易经由破坏头部部位获得。常用于武器上。
1365	炎妃龙的厚鳞	素材	10	炎妃龙的大师级素材。主要经由剥取获得。用途广泛。
1366	炎妃龙的刚翼	素材	10	炎妃龙的大师级素材。容易经由破坏翅膀部位获得。常用于防具上。
1367	钢龙的重壳	素材	10	钢龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1368	钢的厚龙鳞	素材	10	钢龙的大师级素材。主要经由剥取获得。泛用性高，用途广泛。
1369	钢龙的刚翼	素材	10	钢龙的大师级素材。容易经由破坏两翼部位获得。材质轻巧，常用于防具上。
1370	钢龙的刚角	素材	10	钢龙的大师级素材。容易经由破坏头部部位获得。材质坚固，常用于武器上。
1371	钢龙的韧尾	素材	10	钢龙的大师级素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
1372	钢龙的刚爪	素材	10	钢龙的大师级素材。主要经由剥取获得。武具中秘藏着强大的冰属性。
1373	死尸的厚龙鳞	素材	10	雾瘴尸套龙的大师级素材。主要经由剥取获得。用途广泛。
1374	尸套龙的重壳	素材	10	雾瘴尸套龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1375	死尸交织的被膜	素材	10	雾瘴尸套龙的大师级素材。容易经由掉落物获得。拥有赋予龙属性的性质。
1376	尸套龙的重尾	素材	10	雾瘴尸套龙的大师级素材。容易经由切断的尾巴获得。常用于防具上。
1377	食暗之牙	素材	10	雾瘴尸套龙的大师级素材。容易经由破坏头部部位获得。常用于武器上。
1378	尸套龙的刚爪	素材	10	雾瘴尸套龙的大师级素材。容易经由破坏两只前脚部位获得。常用于武器上。
1379	尸套龙的刚翼	素材	10	雾瘴尸套龙的大师级素材。容易经由破坏身体部位获得。常用于防具上。
1380	溟波龙的特上皮	素材	10	溟波龙的大师级素材。主要经由剥取获得。泛用性高，用途广泛。
1381	Unavailable	物品	3	Unavailable
1382	溟波龙的刚翼	素材	10	溟波龙的大师级素材。容易经由破坏翅膀部位获得。材质柔软，常用于防具上。
1383	溟波龙的幻曜须	素材	10	溟波龙的大师级素材。容易经由破坏头部部位获得。拥有赋予雷属性的性质。
1384	溟波龙的韧尾	素材	10	溟波龙的大师级素材。容易经由切断的尾巴获得。材质强韧，常用于防具上。
1385	溟波龙的刚爪	素材	10	溟波龙的大师级素材。容易经由破坏两边前脚获得。材质尖锐，常用于武器上。
1386	Unavailable	物品	3	Unavailable
1387	冥赤龙的厚鳞	素材	10	冥赤龙的大师级素材。主要经由剥取获得。成长的过程中会浮现出纹样。
1388	冥赤龙的重壳	素材	10	冥赤龙的大师级素材。主要经由报酬获得。随着成长会形成复杂的纹路。
1389	裂光的龙脉壳	素材	10	冥赤龙的大师级素材。随着悠久时光蓄积的力量奔泻而出，光芒闪耀夺目。
1390	冥赤龙的重尾	素材	10	冥赤龙的大师级素材。经由切断的尾巴获得。一甩就能引起惊人的暴风雨。
1391	冥赤龙的刚角	素材	10	冥赤龙的大师级素材。经由破坏角部位获得。因为成长的力量太大，导致弯曲变形。
1392	冥赤龙的刚爪	素材	10	冥赤龙的大师级素材。经由破坏脚部位获得。光是触摸就能感受到地脉的奔流。
1393	冥赤龙的刚翼	素材	10	冥赤龙的大师级素材。经由破坏翅膀部位获得。让人感觉到属于支配者的威压。
1394	地脉源结晶体	素材	11	冥赤龙的大师级素材。藏有庞大地脉能量的力量核心，其潜藏的力量足以撼动天地。
1395	天地煌啼龙的慈鳞	素材	10	天地煌啼龙的大师级素材。主要经由剥取获得。泛用性高，用途广泛。
1396	天地煌啼龙的严岩壳	素材	10	天地煌啼龙的大师级素材。主要经由报酬获得。材质坚硬，常用于防具上。
1397	Unavailable	物品	3	Unavailable
1398	天地煌啼龙的慈眼壳	素材	10	天地煌啼龙的大师级素材。容易经由破坏头部部位获得。常用于武器上。
1399	天地煌啼龙的散华石	素材	10	天地煌啼龙的大师级素材。容易经由掉落物获得。常用于防具上。
1400	天地煌啼龙的慈爪	素材	10	天地煌啼龙的大师级素材。容易经由破坏翼腕部位获得。常用于武器上。
1401	天地煌啼龙的显玉	素材	11	天地煌啼龙的大师级素材。用在装备上的话，据说能制成统御天地的梦幻稀有品。
1402	Unavailable	物品	3	Unavailable
1403	Unavailable	物品	3	Unavailable
1404	Unavailable	物品	3	Unavailable
1405	Unavailable	物品	3	Unavailable
1406	Unavailable	物品	3	Unavailable
1407	Unavailable	物品	3	Unavailable
1408	Unavailable	物品	3	Unavailable
1409	太古的宝珠	素材	8	秘藏着太古力量的宝珠。<STYL MOJI_YELLOW_DEFAULT>（鉴定道具）</STYL>
1410	刻印的宝珠	素材	9	秘藏着强大力量的宝珠。<STYL MOJI_YELLOW_DEFAULT>（鉴定道具）</STYL>
1411	封印的宝珠	素材	10	秘藏着压倒性力量的宝珠。<STYL MOJI_YELLOW_DEFAULT>（鉴定道具）</STYL>
1412	腐朽的龙鳞	换算道具	3	在岁月摧残下腐朽殆尽的龙鳞。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1413	闪烁的龙鳞	换算道具	3	经年累月下仍旧不失光辉的龙鳞。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1414	古老龙秘宝	换算道具	8	古龙种喜好收集的宝石。越是陈旧越显光辉。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1415	不坏的黑曜甲	素材	10	猛爆碎龙的大师级素材。连超越极限的爆炸也能抵挡，是最安全的素材。
1416	Unavailable	物品	3	Unavailable
1417	？？？的厚鳞	素材	10	未知怪物的素材。可感受到强大的力量。
1418	？？？的岩壳	素材	10	未知怪物的素材。可感受到强大的力量。
1419	？？？的重壳	素材	10	未知怪物的素材。可感受到强大的力量。
1420	？？？的岩石	素材	10	未知怪物的素材。可感受到强大的力量。
1421	？？？的刚爪	素材	10	未知怪物的素材。可感受到强大的力量。
1422	？？？的大宝玉	素材	11	未知怪物的素材。可感受到强大的力量。
1423	绚辉龙的重金鳞	素材	10	绚辉龙的大师级素材。主要经由报酬获得。有不少人为了能获得一枚而豁出性命。
1424	绚辉龙的重金壳	素材	10	绚辉龙的大师级素材。主要经由报酬获得。据说和黄金具有同等价值。
1425	绚辉龙的重金块	素材	10	绚辉龙的大师级素材。容易经由掉落物获得。绽放妖艳光芒，迷惑他人的黄金块。
1426	绚辉龙的重金卷角	素材	10	绚辉龙的大师级素材。容易经由破坏头部部位获得。层层堆叠的金子散发出厚重的光辉。
1427	绚辉龙的重金尾壳	素材	10	绚辉龙的大师级素材。容易经由破坏尾巴部位获得。融解的黄金发出艳丽的光彩。
1428	金色的龙神玉	素材	11	绚辉龙的大师级素材。传说入手时，整个世界都会染成金色的玉石。
1429	Unavailable	物品	3	Unavailable
1430	Unavailable	物品	3	Unavailable
1431	天之龙人票据	素材	8	新大陆的古代龙人所使用的票据。可在神秘炼金的设施中交换大师等级的素材。
1432	霸王之证	素材	8	只有跨越重重苦难者才能获得的证明。拥有此证者将被授予真正的名誉。
1433	调查团票·大	素材	10	总司令给予在调查团作出杰出成果者的票券。交给加工屋就会……？
1434	猛牛龙硬币	素材	8	赠与在大师等级斗技大会中征服了猛牛龙之人的硬币。
1435	浮空龙硬币	素材	8	赠与在大师等级斗技大会中征服了浮空龙之人的硬币。
1436	迅龙硬币	素材	8	赠与在大师等级斗技大会中征服了迅龙之人的硬币。
1437	斩龙硬币	素材	8	赠与在大师等级斗技大会中征服了斩龙之人的硬币。
1438	惨爪龙硬币	素材	8	赠与在大师等级斗技大会中征服了惨爪龙之人的硬币。
1439	雷狼龙硬币	素材	8	赠与在大师等级斗技大会中征服了雷狼龙之人的硬币。
1440	黑带硬币	素材	8	散发虚无冷光的黑色硬币。赠送给达成大师等级的斗技大会任务者。
1441	英雄王硬币	素材	9	闪闪发亮的黄色硬币。赠送给达成难易度较高的大师等级斗技大会任务者。
1442	轰龙硬币	素材	10	赠与在大师等级斗技大会中征服了轰龙之人的硬币。
1443	巨大的鳞片	素材	8	利用盗掠衣装获得的素材。 巨大的形状让收藏家也难掩惊讶。<STYL MOJI_YELLOW_DEFAULT>（换金道具）</STYL>
1444	美好的鳞片	素材	9	利用盗掠衣装获得的素材。 收藏家垂涎欲滴的顶级品。<STYL MOJI_YELLOW_DEFAULT>（换金道具）</STYL>
1445	兽缠族票	素材	8	与在永霜冻土相遇的兽人种交流的象征。交给加工屋后，会…？
1446	特产款冬花蕾	换算道具	1	永霜冻土的特产。栖息于极寒之地的动物们宝贵的营养来源。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1447	严选款冬花蕾	换算道具	2	永霜冻土的稀有特产。从中获得的滋养足以温暖身体本元。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1448	万年款冬花蕾	换算道具	3	永霜冻土的贵重特产。历经无数次风雪，才终于发芽的一株奇迹。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1449	冰瑞花	换算道具	1	永霜冻土的特产。透澈如冰的花朵。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1450	雪月冰瑞花	换算道具	2	永霜冻土的稀有特产。连月光也能透过，闪耀于雪原中的花朵。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1451	银岭冰瑞花	换算道具	3	永霜冻土的贵重特产。据说会在暴风雪后绽放，闪耀着银白色光芒的花朵。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1452	白雪	换算道具	3	永霜冻土的独有特产。于纯白之雪中现身，惹人怜爱的款冬。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1453	水晶花	换算道具	3	永霜冻土的独有特产。比宝石还要美丽，比淡雪还要虚幻的梦幻之花。<STYL MOJI_YELLOW_DEFAULT>（结算道具）</STYL>
1454	补给专用生命大粉尘	物品	1	将可大幅回复体力的粉尘撒向四周。<STYL MOJI_YELLOW_DEFAULT>（补给品专用）</STYL>
1455	温泉银猴	换算道具	2	永霜冻土中常见的猿猴。为了御寒而习得泡温泉温暖身体的方法。
1456	温泉金猴	换算道具	3	永霜冻土中稀有的猿猴。虽被当作温泉银猴的一种，但体色变异的原因还在调查中。
1457	Unavailable	换算道具	3	Unavailable
1458	异形甲虫	换算道具	2	在黑暗洞窟中发着微光的虫子。喜欢吃冰柱水滴中的原虫与藻类。
1459	望月水母	换算道具	2	白天在洞窟中飘荡，夜晚时为了寻求食物离开洞窟，因此获此命名。
1460	胖衣企鹅	换算道具	2	外观像是穿太多衣服而得名。个体为了避免被捕食，而采取群聚生活。
1461	道标壁虎	换算道具	3	会捕食聚集在树果的高营养价值虫子，朝三角型头部所指示方向前进的话……
1462	小蓝歌	换算道具	3	歌声十分美丽的鸟类。令人闻之忘我，但此歌声似乎是向雄性求爱的行为。
1463	神带鱼	换算道具	3	夜晚时为了进食而现身于水面，除此之外都会一直待在水底。让鱼鳍发光借以捕食小虫。
1464	玻璃异形鱼	换算道具	2	栖息在永霜冻土，身体透明的鱼类。据说透明的身体是为了避免被捕食。
1465	月羽天母	换算道具	3	目击案例非常稀少的生物。似乎只有望月蜇大量出现的夜晚里，才能见到它的身影。
1466	毛吉	换算道具	3	虽然脸看起来很困又迟钝的样子，挖洞的能力却非常高。
1467	青苔毛吉	换算道具	3	全身被绿色包覆的毛吉同类。身上披覆的是水球苔的一种。
1468	掘土毛吉	换算道具	3	一种被盔甲般的甲壳所保护的毛吉。是已确认的同类中，挖洞最厉害的毛吉。
1469	茸茸毛吉	换算道具	3	毛茸茸的体毛最具特色。前脚爪较为圆润这点，也是其他种类所没有的特征。
1470	刺针毛吉	换算道具	3	具有适应在瘴气中生活的眼睛。相较于其他同类，特征是有着更为锐利的爪子。
1471	火爆毛吉	换算道具	3	特征是让人联想到炙热火焰的赤红毛皮。为了挖掘坚硬岩石，爪子相较其他同类更为强力。
1472	白丝毛吉	换算道具	3	冰雪般的白色体毛，触感有如丝绸。加上为了防寒而积攒的脂肪，抱起来的感觉绝佳。
1473	上等玻璃异形鱼	换算道具	3	特大尺寸的玻璃异形鱼。因为透明的身体而没察觉，居然如此巨大……
1474	Unavailable	物品	3	Unavailable
1475	Unavailable	物品	3	Unavailable
1476	Unavailable	物品	3	Unavailable
1477	Unavailable	物品	3	Unavailable
1478	龙脉炭碎片	素材	3	蓄积着地脉能量的特别石炭。即使只有一个碎片，也能当作燃料。
1479	龙脉炭	素材	4	蓄积着地脉能量的特别石炭。作为新据点的燃料而受到重视。
1480	大龙脉炭	素材	5	蓄积着地脉能量的特别石炭。可取得暂时让生活无虞的能量。
