武器类型ID	武器类型	武器ID	武器名称	稀有度	模型类型	主模型地址	附件模型地址
7	铳枪	196	痹贼铳枪【暗头巾】2	9	组合模型	wp/gun/bs_gun005	wp/gun/parts/op_gun006
7	铳枪	197	斩龙破坏炮1	9	组合模型	wp/gun/bs_gun005	wp/gun/parts/op_gun020
7	铳枪	198	斩龙破坏炮2	9	组合模型	wp/gun/bs_gun005	wp/gun/parts/op_gun020
7	铳枪	199	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	200	死灭烟火尸铳枪	10	组合模型	wp/gun/bs_gun006	wp/gun/parts/op_gun015
7	铳枪	201	罪罚铳枪1	9	组合模型	wp/gun/bs_gun005	wp/gun/parts/op_gun021
7	铳枪	202	罪罚铳枪2	10	组合模型	wp/gun/bs_gun005	wp/gun/parts/op_gun021
7	铳枪	203	土砂龙断崖1	8	组合模型	wp/gun/bs_gun011	wp/gun/parts/op_gun002
7	铳枪	204	土砂龙断崖2	9	组合模型	wp/gun/bs_gun011	wp/gun/parts/op_gun002
7	铳枪	205	碎龙破坏炮1	9	组合模型	wp/gun/bs_gun005	wp/gun/parts/op_gun019
7	铳枪	206	碎龙破坏炮2	9	组合模型	wp/gun/bs_gun005	wp/gun/parts/op_gun019
7	铳枪	207	碎光之铳枪	11	独立模型	wp/gun/gun032	
7	铳枪	208	蛮颚龙之炎铳枪1	8	组合模型	wp/gun/bs_gun011	wp/gun/parts/op_gun004
7	铳枪	209	蛮颚龙之炎铳枪2	9	组合模型	wp/gun/bs_gun011	wp/gun/parts/op_gun004
7	铳枪	210	腾跃雷颚1	9	组合模型	wp/gun/bs_gun006	wp/gun/parts/op_gun013
7	铳枪	211	腾跃雷颚2	9	组合模型	wp/gun/bs_gun006	wp/gun/parts/op_gun013
7	铳枪	212	封龙铳枪1	9	组合模型	wp/gun/bs_gun011	
7	铳枪	213	封龙铳枪2	10	组合模型	wp/gun/bs_gun011	
7	铳枪	214	金刚宝塔－寂灭－	11	独立模型	wp/gun/gun016	
7	铳枪	215	真·惊天动地熔山龙铳枪	10	独立模型	wp/gun/gun006	
7	铳枪	216	水螅·水碟	10	独立模型	wp/gun/gun015	
7	铳枪	217	暴君·水碟	11	独立模型	wp/gun/gun015	
7	铳枪	218	钢龙暴风雨	10	独立模型	wp/gun/gun003	
7	铳枪	219	冥灯龙铳枪改	11	组合模型	wp/gun/bs_gun003	wp/gun/parts/op_gun011
7	铳枪	220	业铳枪暴食	11	独立模型	wp/gun/gun017	
7	铳枪	221	鬼铳枪	10	独立模型	wp/gun/gun022	
7	铳枪	222	鬼神铳枪猛狮	11	独立模型	wp/gun/gun023	
7	铳枪	223	煌黑破铳枪	10	独立模型	wp/gun/gun025	
7	铳枪	224	煌黑铳枪之灭	11	独立模型	wp/gun/gun025	
7	铳枪	225	魂焰铳枪·炎妃	11	组合模型	wp/gun/bs_gun009	
7	铳枪	226	魂焰铳枪·灭尽	11	组合模型	wp/gun/bs_gun009	wp/gun/parts/op_gun005
7	铳枪	227	魂焰铳枪·冥灯	11	组合模型	wp/gun/bs_gun009	wp/gun/parts/op_gun011
7	铳枪	228	劫难爆破铳枪	10	独立模型	wp/gun/gun028	
7	铳枪	229	吼铳枪【焰咬】	11	独立模型	wp/gun/gun028	
7	铳枪	230	奇面族的突火枪	9	独立模型	wp/gun/gun026	
7	铳枪	231	奇面手筒【火祭】	10	独立模型	wp/gun/gun026	
7	铳枪	232	公会宫殿守序者	9	独立模型	wp/gun/gun027	
7	铳枪	233	雷鬼铳枪德拉冈	11	独立模型	wp/gun/gun022	
7	铳枪	234	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	235	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	236	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	237	白昼之夜	10	独立模型	wp/gun/gun029	
7	铳枪	238	黑龙铳枪	10	独立模型	wp/gun/gun030	
7	铳枪	239	真·黑龙铳枪	11	独立模型	wp/gun/gun030	
7	铳枪	240	宫廷铳枪【护星】	11	独立模型	wp/gun/gun027	
7	铳枪	241	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	242	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	243	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	244	赤龙击破枪·火	11	独立模型 (冥赤武器)	wp/gun/gun024	
7	铳枪	245	赤龙击破枪·水	11	独立模型 (冥赤武器)	wp/gun/gun024	
7	铳枪	246	赤龙击破枪·冰	11	独立模型 (冥赤武器)	wp/gun/gun024	
7	铳枪	247	赤龙击破枪·雷	11	独立模型 (冥赤武器)	wp/gun/gun024	
7	铳枪	248	赤龙击破枪·龙	11	独立模型 (冥赤武器)	wp/gun/gun024	
7	铳枪	249	赤龙击破枪·毒	11	独立模型 (冥赤武器)	wp/gun/gun024	
7	铳枪	250	赤龙击破枪·麻痹	11	独立模型 (冥赤武器)	wp/gun/gun024	
7	铳枪	251	赤龙击破枪·睡眠	11	独立模型 (冥赤武器)	wp/gun/gun024	
7	铳枪	252	赤龙击破枪·爆破	11	独立模型 (冥赤武器)	wp/gun/gun024	
7	铳枪	253	赤龙击破枪·火	11	独立模型 (冥赤武器)	wp/gun/gun031	
7	铳枪	254	赤龙击破枪·水	11	独立模型 (冥赤武器)	wp/gun/gun031	
7	铳枪	255	赤龙击破枪·冰	11	独立模型 (冥赤武器)	wp/gun/gun031	
7	铳枪	256	赤龙击破枪·雷	11	独立模型 (冥赤武器)	wp/gun/gun031	
7	铳枪	257	赤龙击破枪·龙	11	独立模型 (冥赤武器)	wp/gun/gun031	
7	铳枪	258	赤龙击破枪·毒	11	独立模型 (冥赤武器)	wp/gun/gun031	
7	铳枪	259	赤龙击破枪·麻痹	11	独立模型 (冥赤武器)	wp/gun/gun031	
7	铳枪	260	赤龙击破枪·睡眠	11	独立模型 (冥赤武器)	wp/gun/gun031	
7	铳枪	261	赤龙击破枪·爆破	11	独立模型 (冥赤武器)	wp/gun/gun031	
7	铳枪	262	金色的铳枪·水	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	
7	铳枪	263	金色的铳枪·毒	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	
7	铳枪	264	金色的铳枪·睡眠	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	
7	铳枪	265	金色的铳枪·贼	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	wp/gun/parts/op_gun001
7	铳枪	266	金色的铳枪·泥鱼	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	wp/gun/parts/op_gun010
7	铳枪	267	金色的铳枪·土砂	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	wp/gun/parts/op_gun002
7	铳枪	268	金色的铳枪·飞雷	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	wp/gun/parts/op_gun003
7	铳枪	269	金色的铳枪·蛮颚	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	wp/gun/parts/op_gun004
7	铳枪	270	金色的铳枪·痹贼	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	wp/gun/parts/op_gun006
7	铳枪	271	金色的铳枪·风漂	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	wp/gun/parts/op_gun007
7	铳枪	272	金色的铳枪·尸套	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	wp/gun/parts/op_gun008
7	铳枪	273	金色的铳枪·王	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	wp/gun/parts/op_gun009
7	铳枪	274	金色的铳枪·爆鳞	9	组合模型 (凯罗武器)	wp/gun/bs_gun007	wp/gun/parts/op_gun012
7	铳枪	275	铠罗铳枪·贼	10	组合模型 (凯罗武器)	wp/gun/bs_gun008	wp/gun/parts/op_gun001
7	铳枪	276	铠罗铳枪·泥鱼	10	组合模型 (凯罗武器)	wp/gun/bs_gun008	wp/gun/parts/op_gun010
7	铳枪	277	铠罗铳枪·土砂	10	组合模型 (凯罗武器)	wp/gun/bs_gun008	wp/gun/parts/op_gun002
7	铳枪	278	铠罗铳枪·飞雷	10	组合模型 (凯罗武器)	wp/gun/bs_gun008	wp/gun/parts/op_gun003
7	铳枪	279	铠罗铳枪·蛮颚	10	组合模型 (凯罗武器)	wp/gun/bs_gun008	wp/gun/parts/op_gun004
7	铳枪	280	铠罗铳枪·痹贼	10	组合模型 (凯罗武器)	wp/gun/bs_gun008	wp/gun/parts/op_gun006
7	铳枪	281	铠罗铳枪·风漂	10	组合模型 (凯罗武器)	wp/gun/bs_gun008	wp/gun/parts/op_gun007
7	铳枪	282	铠罗铳枪·尸套	10	组合模型 (凯罗武器)	wp/gun/bs_gun008	wp/gun/parts/op_gun008
7	铳枪	283	铠罗铳枪·王	10	组合模型 (凯罗武器)	wp/gun/bs_gun008	wp/gun/parts/op_gun009
7	铳枪	284	铠罗铳枪·爆鳞	10	组合模型 (凯罗武器)	wp/gun/bs_gun008	wp/gun/parts/op_gun012
7	铳枪	285	铠罗铳枪·水	11	组合模型 (凯罗武器)	wp/gun/bs_gun008	
7	铳枪	286	铠罗铳枪·毒	11	组合模型 (凯罗武器)	wp/gun/bs_gun008	
7	铳枪	287	铠罗铳枪·睡眠	11	组合模型 (凯罗武器)	wp/gun/bs_gun008	
7	铳枪	288	铠罗铳枪·冰	11	组合模型 (凯罗武器)	wp/gun/bs_gun008	
7	铳枪	289	皇金铳枪·风漂	11	组合模型 (凯罗武器)	wp/gun/bs_gun013	wp/gun/parts/op_gun007
7	铳枪	290	皇金铳枪·尸套	11	组合模型 (凯罗武器)	wp/gun/bs_gun013	wp/gun/parts/op_gun008
7	铳枪	291	皇金铳枪·王	11	组合模型 (凯罗武器)	wp/gun/bs_gun013	wp/gun/parts/op_gun009
7	铳枪	292	皇金铳枪·爆鳞	11	组合模型 (凯罗武器)	wp/gun/bs_gun013	wp/gun/parts/op_gun012
7	铳枪	293	皇金铳枪·飞雷	11	组合模型 (凯罗武器)	wp/gun/bs_gun013	wp/gun/parts/op_gun003
7	铳枪	294	皇金铳枪·麻痹	11	组合模型 (凯罗武器)	wp/gun/bs_gun014	
7	铳枪	295	皇金铳枪·水	11	组合模型 (凯罗武器)	wp/gun/bs_gun014	
7	铳枪	296	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	297	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	298	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	299	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	300	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	301	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	302	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	303	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	304	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	305	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	306	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	307	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	308	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	309	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	310	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	311	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	312	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	313	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	314	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	315	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	316	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	317	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	318	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	319	Unavailable	0	组合模型	wp/gun/bs_gun001	
7	铳枪	320	Unavailable	0	组合模型	wp/gun/bs_gun001	
8	斩斧	0	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	1	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	2	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	3	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	4	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	5	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	6	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	10	铁制试作剑斧1	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	11	铁制试作剑斧2	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	12	铁制试作剑斧3	1	组合模型	wp/saxe/bs_saxe001	
8	斩斧	13	钢铁制改良剑斧1	2	组合模型	wp/saxe/bs_saxe001	
8	斩斧	14	钢铁制改良剑斧2	3	组合模型	wp/saxe/bs_saxe001	
8	斩斧	15	钢铁制改良剑斧3	4	组合模型	wp/saxe/bs_saxe001	
8	斩斧	16	合金制完成剑斧1	5	组合模型	wp/saxe/bs_saxe001	
8	斩斧	17	合金制完成剑斧2	5	组合模型	wp/saxe/bs_saxe001	
8	斩斧	18	灭尽龙斩斧	6	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe004
8	斩斧	19	断灭的一闪	7	独立模型	wp/saxe/saxe004	
8	斩斧	53	优雅战斧1	3	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe006
8	斩斧	54	优雅战斧2	4	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe006
8	斩斧	55	亡灵之柱	5	独立模型	wp/saxe/saxe006	
8	斩斧	56	凶灵之柱	6	独立模型	wp/saxe/saxe006	
8	斩斧	20	闪电斧1	2	组合模型	wp/saxe/bs_saxe001	
8	斩斧	21	闪电斧2	3	组合模型	wp/saxe/bs_saxe001	
8	斩斧	22	雷光迅斧1	4	组合模型	wp/saxe/bs_saxe002	
8	斩斧	23	雷光迅斧2	5	组合模型	wp/saxe/bs_saxe002	
8	斩斧	24	雷光迅斧3	5	组合模型	wp/saxe/bs_saxe002	
8	斩斧	25	动力迅斧1	5	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe010
8	斩斧	26	动力迅斧2	6	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe010
8	斩斧	27	贼龙剑斧1	1	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe001
8	斩斧	28	贼龙剑斧2	2	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe001
8	斩斧	29	贼龙剑斧3	3	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe001
8	斩斧	30	贼龙掠夺者1	4	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe001
8	斩斧	31	贼龙掠夺者2	5	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe001
8	斩斧	32	贼龙掠夺者3	5	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe001
8	斩斧	63	爆鳞龙剑斧1	5	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe012
8	斩斧	64	爆鳞龙剑斧2	6	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe012
8	斩斧	33	火龙剑斧1	3	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe008
8	斩斧	34	火龙剑斧2	4	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe008
8	斩斧	35	火龙斧飞龙牙1	5	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe008
8	斩斧	36	火龙斧飞龙牙2	6	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe008
8	斩斧	38	骨制剑斧1	0	组合模型	wp/saxe/bs_saxe003	
8	斩斧	39	骨制剑斧2	0	组合模型	wp/saxe/bs_saxe003	
8	斩斧	40	骨制剑斧3	1	组合模型	wp/saxe/bs_saxe003	
8	斩斧	41	骨制斩斧1	2	组合模型	wp/saxe/bs_saxe003	
8	斩斧	42	骨制斩斧2	3	组合模型	wp/saxe/bs_saxe003	
8	斩斧	43	骨制斩斧3	4	组合模型	wp/saxe/bs_saxe003	
8	斩斧	44	重击斩斧1	5	组合模型	wp/saxe/bs_saxe003	
8	斩斧	45	重击斩斧2	5	组合模型	wp/saxe/bs_saxe003	
8	斩斧	46	尸套龙剑斧1	6	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe007
8	斩斧	47	尸套龙剑斧2	6	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe007
8	斩斧	57	泥岩斧1	1	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe002
8	斩斧	58	泥岩斧2	2	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe002
8	斩斧	59	泥岩斧3	3	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe002
8	斩斧	60	泥鱼龙剑斧1	4	组合模型	wp/saxe/bs_saxe004	wp/saxe/parts/op_saxe002
8	斩斧	61	泥鱼龙剑斧2	5	组合模型	wp/saxe/bs_saxe004	wp/saxe/parts/op_saxe002
8	斩斧	62	泥鱼龙剑斧3	6	组合模型	wp/saxe/bs_saxe004	wp/saxe/parts/op_saxe002
8	斩斧	48	浮空龙大斧1	2	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe005
8	斩斧	49	浮空龙大斧2	3	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe005
8	斩斧	50	浮空龙斩斧1	4	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe005
8	斩斧	51	浮空龙斩斧2	5	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe005
8	斩斧	52	浮空龙斩斧3	6	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe005
8	斩斧	65	土砂龙斧1	1	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe003
8	斩斧	66	土砂龙斧2	2	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe003
8	斩斧	67	土砂龙斧3	3	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe003
8	斩斧	68	土砂龙剑斧1	4	组合模型	wp/saxe/bs_saxe004	wp/saxe/parts/op_saxe003
8	斩斧	69	土砂龙剑斧2	5	组合模型	wp/saxe/bs_saxe004	wp/saxe/parts/op_saxe003
8	斩斧	70	土砂龙剑斧3	5	组合模型	wp/saxe/bs_saxe004	wp/saxe/parts/op_saxe003
8	斩斧	71	爆锤斧1	3	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe009
8	斩斧	72	爆锤斧2	4	组合模型	wp/saxe/bs_saxe003	wp/saxe/parts/op_saxe009
8	斩斧	73	暴君斧	5	独立模型	wp/saxe/saxe003	
8	斩斧	74	塔纳托斯剑斧	6	独立模型	wp/saxe/saxe007	
8	斩斧	75	恶灵	7	独立模型	wp/saxe/saxe007	
8	斩斧	76	蛮颚龙斩斧	2	独立模型	wp/saxe/saxe005	
8	斩斧	77	蛮颚龙斩斧改	4	独立模型	wp/saxe/saxe005	
8	斩斧	78	蛮颚剑斧	6	独立模型	wp/saxe/saxe005	
8	斩斧	79	龙骨剑斧1	2	组合模型	wp/saxe/bs_saxe003	
8	斩斧	80	龙骨剑斧2	3	组合模型	wp/saxe/bs_saxe003	
8	斩斧	81	龙骨剑斧3	5	组合模型	wp/saxe/bs_saxe003	
8	斩斧	82	雷斧	3	独立模型	wp/saxe/saxe002	
8	斩斧	83	雷斧改	6	独立模型	wp/saxe/saxe002	
8	斩斧	84	断雷斧麒麟	7	独立模型	wp/saxe/saxe002	
8	斩斧	85	黑钢剑斧1	4	组合模型	wp/saxe/bs_saxe001	
8	斩斧	86	黑钢剑斧2	5	组合模型	wp/saxe/bs_saxe001	
8	斩斧	87	炎王剑斧	6	独立模型	wp/saxe/saxe001	
8	斩斧	88	炎王城塞	7	独立模型	wp/saxe/saxe001	
8	斩斧	89	冥灯龙剑斧	7	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe011
8	斩斧	100	暴君	5	独立模型	wp/saxe/saxe008	
8	斩斧	101	恐怖暴君	6	独立模型	wp/saxe/saxe008	
8	斩斧	102	金色的剑斧·雷	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	
8	斩斧	103	金色的剑斧·麻痹	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	
8	斩斧	104	金色的剑斧·睡眠	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	
8	斩斧	105	金色的剑斧·贼	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	wp/saxe/parts/op_saxe001
8	斩斧	106	金色的剑斧·泥鱼	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	wp/saxe/parts/op_saxe002
8	斩斧	107	金色的剑斧·土砂	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	wp/saxe/parts/op_saxe003
8	斩斧	108	金色的剑斧·浮空	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	wp/saxe/parts/op_saxe005
8	斩斧	109	金色的剑斧·风漂	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	wp/saxe/parts/op_saxe006
8	斩斧	110	金色的剑斧·尸套	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	wp/saxe/parts/op_saxe007
8	斩斧	111	金色的剑斧·王	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	wp/saxe/parts/op_saxe008
8	斩斧	112	金色的剑斧·角	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	wp/saxe/parts/op_saxe009
8	斩斧	113	金色的剑斧·爆锤	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	wp/saxe/parts/op_saxe010
8	斩斧	114	金色的剑斧·爆鳞	5	组合模型 (凯罗武器)	wp/saxe/bs_saxe005	wp/saxe/parts/op_saxe012
8	斩斧	115	铠罗剑斧·贼	6	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	wp/saxe/parts/op_saxe001
8	斩斧	116	铠罗剑斧·泥鱼	6	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	wp/saxe/parts/op_saxe002
8	斩斧	117	铠罗剑斧·土砂	6	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	wp/saxe/parts/op_saxe003
8	斩斧	118	铠罗剑斧·浮空	6	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	wp/saxe/parts/op_saxe005
8	斩斧	119	铠罗剑斧·风漂	6	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	wp/saxe/parts/op_saxe006
8	斩斧	120	铠罗剑斧·尸套	6	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	wp/saxe/parts/op_saxe007
8	斩斧	121	铠罗剑斧·王	6	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	wp/saxe/parts/op_saxe008
8	斩斧	122	铠罗剑斧·角	6	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	wp/saxe/parts/op_saxe009
8	斩斧	123	铠罗剑斧·爆锤	6	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	wp/saxe/parts/op_saxe010
8	斩斧	124	铠罗剑斧·爆鳞	6	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	wp/saxe/parts/op_saxe012
8	斩斧	125	铠罗剑斧·雷	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	
8	斩斧	126	铠罗剑斧·麻痹	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	
8	斩斧	127	铠罗剑斧·睡眠	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	
8	斩斧	128	皇后斧	6	组合模型	wp/saxe/bs_saxe007	
8	斩斧	129	皇后斧·炎妃	7	组合模型	wp/saxe/bs_saxe007	
8	斩斧	130	皇后斧·灭尽	7	组合模型	wp/saxe/bs_saxe007	wp/saxe/parts/op_saxe004
8	斩斧	131	皇后斧·冥灯	7	组合模型	wp/saxe/bs_saxe007	wp/saxe/parts/op_saxe011
8	斩斧	132	铠罗剑斧·水	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe006	
8	斩斧	133	皇金剑斧·风漂	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe011	wp/saxe/parts/op_saxe006
8	斩斧	134	皇金剑斧·尸套	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe011	wp/saxe/parts/op_saxe007
8	斩斧	135	皇金剑斧·王	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe011	wp/saxe/parts/op_saxe008
8	斩斧	136	皇金剑斧·爆鳞	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe011	wp/saxe/parts/op_saxe012
8	斩斧	137	皇金剑斧·雷	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe012	
8	斩斧	138	皇金剑斧·水	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe012	
8	斩斧	139	皇金剑斧·麻痹	7	组合模型 (凯罗武器)	wp/saxe/bs_saxe012	
8	斩斧	140	防卫队变形式剑斧1	0	组合模型	wp/saxe/bs_saxe002	
8	斩斧	141	防卫队变形式剑斧2	2	组合模型	wp/saxe/bs_saxe002	
8	斩斧	142	防卫队变形式剑斧3	4	组合模型	wp/saxe/bs_saxe002	
8	斩斧	143	防卫队变形式剑斧4	5	组合模型	wp/saxe/bs_saxe002	
8	斩斧	144	防卫队变形式剑斧5	6	组合模型	wp/saxe/bs_saxe002	
8	斩斧	145	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	146	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	147	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	148	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	149	Unavailable	0	组合模型	wp/saxe/bs_saxe001	
8	斩斧	150	铬钢救星1	8	组合模型	wp/saxe/bs_saxe008	
8	斩斧	151	铬钢救星2	9	组合模型	wp/saxe/bs_saxe008	
8	斩斧	152	铬钢救星3	10	组合模型	wp/saxe/bs_saxe008	
8	斩斧	153	黑羽剑斧1	9	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe027
8	斩斧	154	黑羽剑斧2	10	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe027
8	斩斧	155	断灭的一闪【破】	11	独立模型	wp/saxe/saxe011	
8	斩斧	156	冰凌亡灵·改	9	独立模型	wp/saxe/saxe006	
8	斩斧	157	霜漂亡灵	9	独立模型	wp/saxe/saxe010	
8	斩斧	158	勇士冰川	10	独立模型	wp/saxe/saxe010	
8	斩斧	159	雷光迅斧4	8	组合模型	wp/saxe/bs_saxe002	
8	斩斧	160	迅雷剑斧1	9	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe025
8	斩斧	161	迅雷剑斧2	10	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe025
8	斩斧	162	狱界斩裂斧	10	组合模型	wp/saxe/bs_saxe002	wp/saxe/parts/op_saxe026
8	斩斧	163	曼陀罗花园1	8	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe013
8	斩斧	164	曼陀罗花园2	9	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe013
8	斩斧	165	涌湍礁湖1	8	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe014
8	斩斧	166	涌湍礁湖2	9	组合模型	wp/saxe/bs_saxe001	wp/saxe/parts/op_saxe014
8	斩斧	167	隐密战斧	9	独立模型	wp/saxe/saxe013	
8	斩斧	168	隐密战斧·改	9	独立模型	wp/saxe/saxe013	
