物品ID	物品名称	物品类型	稀有度	物品介绍
1269	斬龍的斷劍尾	素材	9	斬龍的Master級素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
1270	熾熱的熔爐囊	素材	9	斬龍的Master級素材。容易經由掉落物獲得。耐熱性高，常用於防具上。
1271	斬龍的天鱗	素材	10	斬龍的Master級素材。用在武具上的話，據說會是能掌握天地的夢幻稀有品。
1272	硫斬龍的厚鱗	素材	9	硫斬龍的Master級素材。主要經由剝取獲得。材質堅硬，常用於防具上。
1273	硫斬龍的重殼	素材	9	硫斬龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1274	硫斬龍的重牙	素材	9	硫斬龍的Master級素材。容易經由破壞頭部部位獲得。常用於武器上。
1275	硫斬龍的劍山狀殼	素材	9	硫斬龍的Master級素材。容易經由破壞背部部位獲得。常用於防具上。
1276	硫斬龍的斷劍尾	素材	9	硫斬龍的Master級素材。容易經由切斷的尾巴獲得。常用於防具上。
1277	削下的硫晶片	素材	9	硫斬龍的Master級素材。容易經由掉落物獲得。只能用於限定的裝備。
1278	Unavailable	物品	3	Unavailable
1279	碎龍的重殼	素材	9	碎龍的Master級素材。主要經由剝取獲得。泛用性高、用途廣泛。
1280	碎龍的重黑曜甲	素材	9	碎龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1281	碎龍的重頭殼	素材	9	碎龍的Master級素材。容易經由破壞頭部部位獲得。材質硬實，常用於武器上。
1282	發光黏菌	素材	9	碎龍的Master級素材。容易經由掉落物獲得。是用途廣泛、應用性佳的材質。
1283	碎龍的剛鐵拳	素材	9	碎龍的Master級素材。容易經由破壞前腳部位獲得。材質硬實，常用於防具上。
1284	碎龍的韌尾	素材	9	碎龍的Master級素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
1285	碎龍的天殼	素材	10	碎龍的Master級素材。用在武具上的話，據說會是能掌握天地的夢幻稀有品。
1286	碎龍的彈頭殼	素材	10	猛爆碎龍的Master級素材。怒氣滿溢、威力無匹的彈頭所化成的頭部。
1287	臨界點的黏菌	素材	10	猛爆碎龍的Master級素材。受到活化，讓爆炸威力達到頂點狀態的紅色黏菌。
1288	碎龍的擊滅拳	素材	10	猛爆碎龍的Master級素材。透過威力驚人的爆炸，將目標即刻炸碎的凶暴素材。
1289	不滅的爐心殼	素材	11	猛爆碎龍的Master級素材。在千鈞一髮時，可讓黏菌產生爆發性活化的稀有部位。
1290	黑狼鳥的厚鱗	素材	9	黑狼鳥的Master級素材。主要經由剝取獲得。泛用性高，用途廣泛。
1291	黑狼鳥的重殼	素材	9	黑狼鳥的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1292	黑狼鳥的地獄耳	素材	9	黑狼鳥的Master級素材。容易經由破壞頭部部位獲得。材質柔軟，常用於防具上。
1293	帥氣的喙	素材	9	黑狼鳥的Master級素材。容易經由破壞頭部部位獲得。材質堅固，常用於武器上。
1294	黑狼鳥的剛翼	素材	9	黑狼鳥的Master級素材。容易經由破壞兩翼部位獲得。材質柔軟，常用於防具上。
1295	黑狼鳥的韌尾	素材	9	黑狼鳥的Master級素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
1296	黑狼鳥的銀狼毛	素材	9	黑狼鳥的Master級素材。容易經由破壞背部部位獲得。是用途廣泛、應用性佳的材質。
1297	雷狼龍的重殼	素材	8	雷狼龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1298	雷狼龍的雷電毛	素材	8	雷狼龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1299	雷狼龍的剛角	素材	8	雷狼龍的Master級素材。容易經由破壞頭部部位獲得。材質堅固，常用於武器上。
1300	雷狼龍的剛爪	素材	8	雷狼龍的Master級素材。容易經由破壞兩邊前腳獲得。材質尖銳，常用於武器上。
1301	雷狼龍的韌尾	素材	8	雷狼龍的Master級素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
1302	雷狼龍的雷電殼	素材	8	雷狼龍的Master級素材。主要經由剝取獲得。與雷屬性的相容性佳。
1303	超電雷光蟲	素材	9	雷狼龍的Master級素材。主要在其跌倒時可透過採集取得。擁有賦予雷屬性的性質。
1304	雷狼龍的天玉	素材	10	雷狼龍的Master級素材。用在武具上的話，據說會是能掌握天地的夢幻稀有品。
1305	獄狼龍的重殼	素材	8	獄狼龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1306	獄狼龍的滅龍毛	素材	8	獄狼龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1307	獄狼龍的剛角	素材	8	獄狼龍的Master級素材。容易經由破壞頭部部位獲得。材質硬實，常用於武器上。
1308	獄狼龍的剛爪	素材	8	獄狼龍的Master級素材。容易經由破壞兩隻前腳部位獲得。材質銳利，常用於武器上。
1309	獄狼龍的韌尾	素材	8	獄狼龍的Master級素材。容易經由破壞尾巴部位獲得。材質強韌，常用於防具上。
1310	獄狼龍的滅龍殼	素材	8	獄狼龍的Master級素材。主要經由剝取獲得。與龍屬性的相容性佳。
1311	蝕龍蟲	素材	9	獄狼龍的Master級素材。主要在其跌倒時可透過採集取得。擁有賦予龍屬性的性質。
1312	獄狼龍的天玉	素材	10	獄狼龍的Master級素材。用在武具上的話，據說會是能掌握天地的夢幻稀有品。
1313	爆鱗龍的厚鱗	素材	10	紅蓮爆鱗龍的Master級素材。主要經由剝取獲得。用途廣泛。
1314	紅蓮飄盪之銀殼	素材	10	紅蓮爆鱗龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1315	爆鱗龍的重尾	素材	10	紅蓮爆鱗龍的Master級素材。容易經由切斷的尾巴獲得。常用於防具上。
1316	濃縮的爆腺液	素材	10	紅蓮爆鱗龍的Master級素材。容易經由破壞頭部部位獲得。與爆破屬性的相容性佳。
1317	爆鱗龍的剛爪	素材	10	紅蓮爆鱗龍的Master級素材。主要經由剝取獲得。與爆破屬性的相容性佳。
1318	燒灼天空之銀翼	素材	10	紅蓮爆鱗龍的Master級素材。容易經由破壞兩翼部位獲得。常用於武器上。
1319	爆鱗龍的天鱗	素材	10	紅蓮爆鱗龍的Master級素材。用在武具上的話，據說會是能掌握天地的夢幻稀有品。
1320	恐暴龍的厚黑鱗	素材	10	惶怒恐暴龍的Master級素材。主要經由剝取獲得。用途廣泛。
1321	恐暴龍的厚黑皮	素材	10	惶怒恐暴龍的Master級素材。主要經由報酬獲得。材質硬實，常用於防具上。
1322	Unavailable	物品	3	Unavailable
1323	極惡之牙	素材	10	惶怒恐暴龍的Master級素材。容易經由破壞頭部部位獲得。常用於武器上。
1324	恐暴龍的剛鉤爪	素材	10	惶怒恐暴龍的Master級素材。主要經由剝取獲得。與龍屬性的相容性佳。
1325	恐暴龍的重尾	素材	10	惶怒恐暴龍的Master級素材。容易經由切斷的尾巴獲得。常用於防具上。
1326	濃黑之血	素材	10	惶怒恐暴龍的Master級素材。容易經由掉落物獲得。材質特殊，處理素材需具備技術。
1327	恐暴龍的滅鱗	素材	10	惶怒恐暴龍的Master級素材。用在武具上的話，據說會是能掌握天地的夢幻稀有品。
1328	金獅子的黑荒毛	素材	10	金獅子的Master級素材。主要經由報酬獲得。材質柔軟，常用於防具上。
1329	金獅子的重牙	素材	10	金獅子的Master級素材。主要經由剝取獲得。材質尖銳，常用於武器上。
1330	金獅子的剛爪	素材	10	金獅子的Master級素材。容易經由破壞兩隻前腳部位獲得。材質尖銳，常用於武器上。
1331	金獅子的尾巴	素材	10	金獅子的Master級素材。容易經由破壞尾巴部位獲得。材質強韌，常用於防具上。
1332	黃金的煌毛	素材	10	金獅子的Master級素材。入手困難，若能運用於裝備，將可大幅提升裝備性能。
1333	金獅子的怒髮天	素材	10	激昂金獅子的Master級素材。極為纖長而堅韌，非常貴重。
1334	金獅子的剛角	素材	10	金獅子的Master級素材。容易經由破壞角部位獲得。材質堅固，常用於武器上。
1335	羅剎的金剛角	素材	10	激昂金獅子的Master級素材。百折不撓、閃耀激昂金獅子光芒的黃金獸角。
1336	金獅子心	素材	11	激昂金獅子的Master級素材。怒火沖天的象徵。其跳動可產生強大的力量。
1337	麒麟的特上皮	素材	10	麒麟的Master級素材。主要經由剝取獲得。泛用性高，用途廣泛。
1338	麒麟的韌雷尾	素材	10	麒麟的Master級素材。主要經由報酬獲得。與雷屬性的相容性佳。
1339	麒麟的銀鬃毛	素材	10	麒麟的Master級素材。主要經由剝取獲得。雷耐性高的材質，常用於防具上。
1340	麒麟的剛蒼角	素材	10	麒麟的Master級素材。角容易經由破壞獲得。擁有賦予雷屬性的性質。
1341	不滅的厚龍鱗	素材	10	殲世滅盡龍的Master級素材。主要經由剝取獲得。泛用性很高的素材。
1342	滅盡龍的重殼	素材	10	殲世滅盡龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1343	滅盡龍的重尾	素材	10	殲世滅盡龍的Master級素材。容易經由切斷的尾巴獲得。材質強韌。
1344	殲滅的大剛角	素材	10	殲世滅盡龍的Master級素材。容易經由破壞角部位獲得。常作為武器素材使用。
1345	滅盡龍的剛爪	素材	10	殲世滅盡龍的Master級素材。主要經由剝取獲得。材質非常尖銳。
1346	無窮的新生殼	素材	10	殲世滅盡龍的Master級素材。容易經由掉落物獲得。具有特殊性質。
1347	冰晶的厚龍鱗	素材	10	冰呪龍的Master級素材。主要經由剝取獲得。泛用性高，用途廣泛。
1348	冰呪龍的重殼	素材	10	冰呪龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1349	冰呪龍的剛翼	素材	10	冰呪龍的Master級素材。容易經由破壞兩翼部位獲得。材質柔軟，常用於防具上。
1350	冰呪龍的冠角	素材	10	冰呪龍的Master級素材。容易經由破壞頭部部位獲得。材質堅固，常用於武器上。
1351	冰呪龍的韌尾	素材	10	冰呪龍的Master級素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
1352	冰呪龍的剛爪	素材	10	冰呪龍的Master級素材。容易經由掉落物獲得。材質尖銳，常用於武器上。
1353	冰呪龍的零玉	素材	11	冰呪龍的Master級素材。用在武具上的話，據說會是能掌握天地的夢幻稀有品。
1354	炎王龍的重殼	素材	10	炎王龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1355	炎王龍的大鬃毛	素材	10	炎王龍的Master級素材。容易經由破壞頭部部位獲得。火耐性佳。
1356	炎王龍的韌尾	素材	10	炎王龍的Master級素材。容易經由切斷的尾巴獲得。常用於防具上。
1357	炎王龍的剛角	素材	10	炎王龍的Master級素材。容易經由破壞頭部部位獲得。常用於武器上。
1358	獄炎的厚龍鱗	素材	10	炎王龍的Master級素材。主要經由剝取獲得。用途廣泛。
1359	炎龍的剛爪	素材	10	炎王龍的Master級素材。主要經由剝取獲得。材質尖銳，常用於武器上。
1360	炎龍的剛翼	素材	10	炎王龍的Master級素材。容易經由破壞兩翼部位獲得。常用於防具上。
1361	炎妃龍的重殼	素材	10	炎妃龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1362	炎妃龍的大鬃毛	素材	10	炎妃龍的Master級素材。容易經由掉落物獲得。火耐性高，是貴重的素材。
1363	炎妃龍的韌尾	素材	10	炎妃龍的Master級素材。容易經由切斷的尾巴獲得。常用於防具上。
1364	炎妃龍的剛角	素材	10	炎妃龍的Master級素材。容易經由破壞頭部部位獲得。常用於武器上。
1365	炎妃龍的厚鱗	素材	10	炎妃龍的Master級素材。主要經由剝取獲得。用途廣泛。
1366	炎妃龍的剛翼	素材	10	炎妃龍的Master級素材。容易經由破壞翅膀部位獲得。常用於防具上。
1367	鋼龍的重殼	素材	10	鋼龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1368	鋼的厚龍鱗	素材	10	鋼龍的Master級素材。主要經由剝取獲得。泛用性高，用途廣泛。
1369	鋼龍的剛翼	素材	10	鋼龍的Master級素材。容易經由破壞兩翼部位獲得。材質輕巧，常用於防具上。
1370	鋼龍的剛角	素材	10	鋼龍的Master級素材。容易經由破壞頭部部位獲得。材質堅固，常用於武器上。
1371	鋼龍的韌尾	素材	10	鋼龍的Master級素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
1372	鋼龍的剛爪	素材	10	鋼龍的Master級素材。主要經由剝取獲得。武具中秘藏著強大的冰屬性。
1373	死屍的厚龍鱗	素材	10	霧瘴屍套龍的Master級素材。主要經由剝取獲得。用途廣泛。
1374	屍套龍的重殼	素材	10	霧瘴屍套龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1375	死屍交織的被膜	素材	10	霧瘴屍套龍的Master級素材。容易經由掉落物獲得。擁有賦予龍屬性的性質。
1376	屍套龍的重尾	素材	10	霧瘴屍套龍的Master級素材。容易經由切斷的尾巴獲得。常用於防具上。
1377	食闇之牙	素材	10	霧瘴屍套龍的Master級素材。容易經由破壞頭部部位獲得。常用於武器上。
1378	屍套龍的剛爪	素材	10	霧瘴屍套龍的Master級素材。容易經由破壞兩隻前腳部位獲得。常用於武器上。
1379	屍套龍的剛翼	素材	10	霧瘴屍套龍的Master級素材。容易經由破壞身體部位獲得。常用於防具上。
1380	溟波龍的特上皮	素材	10	溟波龍的Master級素材。主要經由剝取獲得。泛用性高，用途廣泛。
1381	Unavailable	物品	3	Unavailable
1382	溟波龍的剛翼	素材	10	溟波龍的Master級素材。容易經由破壞翅膀部位獲得。材質柔軟，常用於防具上。
1383	溟波龍的幻曜鬚	素材	10	溟波龍的Master級素材。容易經由破壞頭部部位獲得。擁有賦予雷屬性的性質。
1384	溟波龍的韌尾	素材	10	溟波龍的Master級素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
1385	溟波龍的剛爪	素材	10	溟波龍的Master級素材。容易經由破壞兩邊前腳獲得。材質尖銳，常用於武器上。
1386	Unavailable	物品	3	Unavailable
1387	冥赤龍的厚鱗	素材	10	冥赤龍的Master級素材。主要經由剝取獲得。成長的過程中會浮現出紋樣。
1388	冥赤龍的重殼	素材	10	冥赤龍的Master級素材。主要經由報酬獲得。隨著成長會形成複雜的紋路。
1389	裂光的龍脈殼	素材	10	冥赤龍的Master級素材。隨著悠久時光蓄積的力量奔瀉而出，光芒閃耀奪目。
1390	冥赤龍的重尾	素材	10	冥赤龍的Master級素材。經由切斷的尾巴獲得。一甩就能引起驚人的暴風雨。
1391	冥赤龍的剛角	素材	10	冥赤龍的Master級素材。經由破壞角部位獲得。因為成長的力量太大，導致彎曲變形。
1392	冥赤龍的剛爪	素材	10	冥赤龍的Master級素材。經由破壞腳部位獲得。光是觸摸就能感受到地脈的奔流。
1393	冥赤龍的剛翼	素材	10	冥赤龍的Master級素材。經由破壞翅膀部位獲得。讓人感覺到屬於支配者的威壓。
1394	地脈源結晶體	素材	11	冥赤龍的Master級素材。藏有龐大地脈能量的力量核心，其潛藏的力量足以撼動天地。
1395	天地煌啼龍的慈鱗	素材	10	天地煌啼龍的Master級素材。主要經由剝取獲得。泛用性高，用途廣泛。
1396	天地煌啼龍的嚴岩殼	素材	10	天地煌啼龍的Master級素材。主要經由報酬獲得。材質堅硬，常用於防具上。
1397	Unavailable	物品	3	Unavailable
1398	天地煌啼龍的慈眼殼	素材	10	天地煌啼龍的Master級素材。容易經由破壞頭部部位獲得。常用於武器上。
1399	天地煌啼龍的散華石	素材	10	天地煌啼龍的Master級素材。容易經由掉落物獲得。常用於防具上。
1400	天地煌啼龍的慈爪	素材	10	天地煌啼龍的Master級素材。容易經由破壞翼腕部位獲得。常用於武器上。
1401	天地煌啼龍的顯玉	素材	11	天地煌啼龍的Master級素材。用在武具上的話，據說會是能掌握天地的夢幻稀有品。
1402	煌黑龍的天殼	素材	10	煌黑龍的Master級素材。主要經由報酬獲得。據說得到它的人會受到上天眷顧。
1403	煌黑龍的天鱗	素材	10	煌黑龍的Master級素材。主要經由剝取獲得。似乎含有全屬性的元素。
1404	煌黑龍的凶爪	素材	10	煌黑龍的Master級素材。散發著陰暗詭魅的氛圍，恐怕只能用窮凶惡極來形容。
1405	煌黑龍的邪翼	素材	10	煌黑龍的Master級素材。據說其具有撕裂時空、毀天滅地的威能。
1406	煌黑龍的妖尾	素材	10	煌黑龍的Master級素材。容易經由切斷的尾巴獲得。 得到的人都會懷疑自己是否身在夢中。
1407	統天角	素材	10	煌黑龍的Master級素材。頭部的角層疊生長所形成的最優質角素材。
1408	琉璃色的龍神玉	素材	11	煌黑龍的Master級素材。傳說一旦有人得到它，就會帶來世界末日。
1409	太古的寶珠	素材	8	秘藏著太古力量的寶珠。<STYL MOJI_YELLOW_DEFAULT>（鑑定道具）</STYL>
1410	刻印的寶珠	素材	9	秘藏著強大力量的寶珠。<STYL MOJI_YELLOW_DEFAULT>（鑑定道具）</STYL>
1411	封印的寶珠	素材	10	秘藏著壓倒性力量的寶珠。<STYL MOJI_YELLOW_DEFAULT>（鑑定道具）</STYL>
1412	凋零的龍鱗	换算道具	3	歲月摧殘下凋零殆盡的龍鱗。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1413	閃爍的龍鱗	换算道具	3	經年累月下仍舊不失光輝的龍鱗。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1414	古老龍秘寶	换算道具	8	古龍種喜好收集的寶石。越是陳舊越顯光輝。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1415	不壞的黑曜甲	素材	10	猛爆碎龍的Master級素材。連超越極限的爆炸也能抵擋，是最安全的素材。
1416	Unavailable	物品	3	Unavailable
1417	？？？的厚鱗	素材	10	未知魔物的素材。可感受到強大的力量。
1418	？？？的岩殼	素材	10	未知魔物的素材。可感受到強大的力量。
1419	？？？的重殼	素材	10	未知魔物的素材。可感受到強大的力量。
1420	？？？的岩石	素材	10	未知魔物的素材。可感受到強大的力量。
1421	？？？的剛爪	素材	10	未知魔物的素材。可感受到強大的力量。
1422	？？？的大寶玉	素材	11	未知魔物的素材。可感受到強大的力量。
1423	絢輝龍的重金鱗	素材	10	絢輝龍的Master級素材。主要經由報酬獲得。有不少人為了能獲得一枚而豁出性命。
1424	絢輝龍的重金殼	素材	10	絢輝龍的Master級素材。主要經由報酬獲得。據說和黃金具有同等價值。
1425	絢輝龍的重金塊	素材	10	絢輝龍的Master級素材。容易經由掉落物獲得。綻放妖豔光芒，迷惑他人的黃金塊。
1426	絢輝龍的重金卷角	素材	10	絢輝龍的Master級素材。容易經由破壞頭部部位獲得。層層堆疊的金子散發出厚重的光輝。
1427	絢輝龍的重金尾殼	素材	10	絢輝龍的Master級素材。容易經由破壞尾巴部位獲得。融解的黃金發出豔麗的光彩。
1428	金色的龍神玉	素材	11	絢輝龍的Master級素材。傳說入手時，整個世界都會染成金色的玉石。
1429	Unavailable	物品	3	Unavailable
1430	Unavailable	物品	3	Unavailable
1431	天之龍人票據	素材	8	新大陸的古代龍人所使用的票據。可在神秘鍊金的設施中交換Master等級的素材。
1432	霸王之證	素材	8	只有越過重重苦難者才能獲得之證明。擁有此證者將被授予真正的名譽。
1433	調查團票Ｇ	素材	10	總司令給予在調查團作出傑出成果者的票券。交給加工屋就會…？
1434	猛牛龍硬幣	素材	8	贈與在Master Rank鬥技大會中征服了猛牛龍之人的硬幣。
1435	浮空龍硬幣	素材	8	贈與在Master Rank鬥技大會中征服了浮空龍之人的硬幣。
1436	迅龍硬幣	素材	8	贈與在Master Rank鬥技大會中征服了迅龍之人的硬幣。
1437	斬龍硬幣	素材	8	贈與在Master Rank鬥技大會中征服了斬龍之人的硬幣。
1438	慘爪龍硬幣	素材	8	贈與在Master Rank鬥技大會中征服了慘爪龍之人的硬幣。
1439	雷狼龍硬幣	素材	8	贈與在Master Rank鬥技大會中征服了雷狼龍之人的硬幣。
1440	黑帶硬幣	素材	8	散發虛無冷光的黑色硬幣。贈送給達成Master Rank的鬥技大會任務者。
1441	英雄王硬幣	素材	9	閃閃發亮的黃色硬幣。贈送給達成難易度較高的Master Rank鬥技大會任務者。
1442	轟龍硬幣	素材	10	贈與在Master Rank鬥技大會中征服了轟龍之人的硬幣。
1443	巨大的鱗片	素材	8	是利用盜掠衣裝獲得的素材。其巨大讓收藏家也難掩驚訝。<STYL MOJI_YELLOW_DEFAULT>（換金道具）</STYL>
1444	美好的鱗片	素材	9	是利用盜掠衣裝獲得的素材。收藏家垂涎欲滴的頂級品。<STYL MOJI_YELLOW_DEFAULT>（換金道具）</STYL>
1445	獸纏族票	素材	8	與在永霜凍土相遇的獸人種交流的象徵。交給加工屋後，會…？
1446	特產款冬花芽	换算道具	1	永霜凍土的特產品。是棲息於極寒之地的動物們寶貴的營養來源。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1447	嚴選款冬花芽	换算道具	2	永霜凍土的稀有特產品。獲得的滋養足以溫暖身體深處。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1448	萬年款冬花芽	换算道具	3	永霜凍土的貴重特產品。經過一番苦熬，終於發芽的一株奇蹟。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1449	冰瑞花	换算道具	1	永霜凍土的特產品。透澈如冰的花朵。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1450	雪月冰瑞花	换算道具	2	永霜凍土的稀有特產品。連月光也能穿透，閃耀於雪原中的花朵。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1451	銀嶺冰瑞花	换算道具	3	永霜凍土的貴重特產品。據說在暴風雪過境後會綻放，閃耀著銀白色光芒的花朵。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1452	白雪	换算道具	3	永霜凍土的特別特產品。於純白之雪守護中現身，惹人憐愛的款冬。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1453	水晶花	换算道具	3	永霜凍土的特別特產品。比寶石還要美麗，比淡雪還要虛幻的夢幻之花。<STYL MOJI_YELLOW_DEFAULT>（結算道具）</STYL>
1454	補給專用生命大粉塵	物品	1	將可大幅回復體力的粉塵撒向四周。<STYL MOJI_YELLOW_DEFAULT>（補給品專用）</STYL>
1455	溫泉銀猴	换算道具	2	永霜凍土中常見的猿猴。為了禦寒而習得泡溫泉溫暖身體的方法。
1456	溫泉金猴	换算道具	3	永霜凍土中稀有的猿猴。雖被當作溫泉銀猴的一種，但體色變異的原因還在調查中。
1457	Unavailable	换算道具	3	Unavailable
1458	異形甲蟲	换算道具	2	在黑暗洞窟中發著微光的蟲子。喜歡吃冰柱水滴中的原蟲與藻類。
1459	望月水母	换算道具	2	白天在洞窟中飄盪，夜晚時為了尋求食物離開洞窟，因此獲此命名。
1460	胖衣企鵝	换算道具	2	外觀像是穿太多衣服而得名。個體為了避免被捕食，而採取群聚生活。
1461	道標壁虎	换算道具	3	會捕食聚集在高營養價值樹果的蟲子，朝三角型頭部所指示方向前進的話……
1462	小藍歌	换算道具	3	歌聲十分美麗的鳥類。令人聞之忘我，但此歌聲似乎是向雄性求愛的行為。
1463	神帶魚	换算道具	3	夜晚時為了進食而現身於水面，除此之外都會一直待在水底。讓魚鰭發光藉以捕食小蟲。
1464	玻璃異形魚	换算道具	2	棲息在永霜凍土，身體透明的魚類。據說透明的身體是為了避免被捕食。
1465	月羽天母	换算道具	3	目擊案例非常稀少的生物。似乎只有望月水母大量出現的夜晚裡，才能見到牠的身影。
1466	毛吉	换算道具	3	雖然臉看起來很睏又遲鈍的樣子，挖洞的能力卻非常高。
1467	青苔毛吉	换算道具	3	全身被綠色包覆的毛吉同類。身上披覆的是水球苔的一種。
1468	掘土毛吉	换算道具	3	一種被盔甲般的甲殼所保護的毛吉。是已確認的同類中，挖洞最厲害的毛吉。
1469	茸茸毛吉	换算道具	3	毛茸茸的體毛最具特色。前腳爪較為圓潤這點，也是其他種類所沒有的特徵。
1470	刺針毛吉	换算道具	3	具有適應在瘴氣中生活的眼睛。相較於其他同類，特徵是有著更為銳利的爪子。
1471	火爆毛吉	换算道具	3	特徵是讓人聯想到炙熱火焰的赤紅毛皮。為了挖掘堅硬岩石，爪子相較其他同類更為強力。
1472	白絲毛吉	换算道具	3	冰雪般的白色體毛，觸感有如絲綢。加上為了防寒而累積的脂肪，抱起來的感覺絕佳。
1473	上等玻璃異形魚	换算道具	3	特大尺寸的玻璃異形魚。因為透明的身體而沒察覺，居然如此巨大……
1474	Unavailable	物品	3	Unavailable
1475	Unavailable	物品	3	Unavailable
1476	Unavailable	物品	3	Unavailable
1477	Unavailable	物品	3	Unavailable
1478	龍脈炭碎片	素材	3	蓄積著地脈能量的特別石炭。即使只是一個碎片，也能成為相當足夠的燃料。
1479	龍脈炭	素材	4	蓄積著地脈能量的特別石炭。作為新據點的燃料而受到重視。
1480	大龍脈炭	素材	5	蓄積著地脈能量的特別石炭。可取得暫時讓生活無虞的能量。
1481	布製的窗簾【小】	房间装饰	3	雅緻的布製窗簾。
1482	毛皮的窗簾【小】	房间装饰	3	充滿野性的毛皮窗簾。
1483	典雅的窗簾【小】	房间装饰	3	精緻典雅的窗簾。
1484	可愛的窗簾【小】	房间装饰	3	明亮可愛的窗簾。
1485	布製的窗簾【大】	房间装饰	3	雅緻的布製窗簾。
1486	毛皮的窗簾【大】	房间装饰	3	充滿野性的毛皮窗簾。
1487	典雅的窗簾【大】	房间装饰	3	精緻典雅的窗簾。
1488	可愛的窗簾【大】	房间装饰	3	明亮可愛的窗簾。
1489	懷舊的沙發	房间装饰	3	懷舊的一般沙發。
1490	Unavailable	物品	3	Unavailable
1491	高級沙發	房间装饰	3	亮皮高級沙發。
1492	典雅的沙發	房间装饰	3	手感舒適的典雅沙發。
1493	可愛的沙發	房间装饰	3	可愛蓬厚的沙發。
1494	鄉村風格的床鋪	房间装饰	3	充滿鄉村風格的穩固床鋪。
1495	懷舊的床鋪	房间装饰	3	懷舊的一般床鋪。
1496	高級床鋪	房间装饰	3	極盡奢華的高級床鋪。
1497	可愛的床鋪	房间装饰	3	可愛舒適的床鋪。
1498	懷舊的桌子	房间装饰	3	懷舊的一般桌子。
1499	高級桌子	房间装饰	3	厚重的高級桌子。
1500	典雅的桌子	房间装饰	3	洗鍊典雅的桌子。
1501	可愛的桌子	房间装饰	3	清純可愛的桌子。
1502	野生風格的椅子	房间装饰	3	充滿野生風格的粗俗椅子。
1503	懷舊的椅子	房间装饰	3	懷舊簡樸的椅子。
1504	高級椅子	房间装饰	3	年代久遠的高級椅子。
1505	典雅的椅子	房间装饰	3	低調典雅的椅子。
1506	可愛的椅子	房间装饰	3	魅力四射的可愛椅子。
1507	肉多多料理	房间装饰	3	需要力量時攝取的餐點。
1508	派對組合餐	房间装饰	3	大家一起同樂享用的餐點。
1509	熱帶午餐	房间装饰	3	可以享受南國風情的餐點。
1510	豐盛的燉菜料理	房间装饰	3	適合冷天吃的料理。
1511	獵人早午餐	房间装饰	3	適合晚起時吃的料理。
1512	懷舊的矮櫃	房间装饰	3	懷舊質樸的矮櫃。
1513	高級矮櫃	房间装饰	3	令人安心的高級矮櫃。
1514	可愛的矮櫃	房间装饰	3	甜美可愛的矮櫃。
1515	永霜凍土的植物１	房间装饰	3	生長在永霜凍土的植物。
1516	永霜凍土的植物２	房间装饰	3	生長在永霜凍土的植物。
1517	永霜凍土的植物４	房间装饰	3	生長在永霜凍土的植物。
1518	永霜凍土的植物３	房间装饰	3	生長在永霜凍土的植物。
1519	古代樹森林的植物１	房间装饰	3	生長在古代樹森林的植物。
1520	大蟻塚荒地的植物３	房间装饰	3	生長在大蟻塚荒地的植物。
1521	古代樹森林的植物４	房间装饰	3	生長在古代樹森林的植物。
1522	古代樹森林的植物５	房间装饰	3	生長在古代樹森林的植物。
1523	古代樹森林的植物３	房间装饰	3	生長在古代樹森林的植物。
1524	大蟻塚荒地的植物２	房间装饰	3	生長在大蟻塚荒地的植物。
